CustomerID,Recency,Frequency,Monetary,AverageOrderValue,Segment
13806,64,1,256.38,256.38,At-Risk Customers
13807,367,1,112.6,112.6,At-Risk Customers
13808,6,5,1747.66,349.53200000000004,VIP Customers
13809,305,1,155.05,155.05,At-Risk Customers
13810,29,2,827.51,413.755,Potential Customers
13811,184,2,519.75,259.875,At-Risk Customers
13812,42,3,485.0,161.66666666666666,Potential Customers
13813,40,4,1168.8600000000001,292.21500000000003,Loyal Customers
13814,92,2,1579.12,789.56,Loyal Customers
13815,22,4,3667.36,916.84,Loyal Customers
13816,24,2,499.67,249.835,Potential Customers
13817,29,2,328.98,164.49,Potential Customers
13819,302,3,1140.35,380.1166666666666,Loyal Customers
13821,145,2,385.64,192.82,At-Risk Customers
13822,6,2,632.0,316.0,Potential Customers
13823,19,2,957.66,478.83,Potential Customers
13824,33,5,1698.94,339.788,Loyal Customers
13826,176,1,189.5,189.5,At-Risk Customers
13827,58,3,409.8,136.6,Loyal Customers
13828,22,1,209.49,209.49,Potential Customers
13831,16,6,2198.45,366.4083333333333,Loyal Customers
13832,19,1,52.199999999999996,52.199999999999996,Potential Customers
13833,159,1,383.85,383.85,At-Risk Customers
13835,25,4,834.57,208.6425,Loyal Customers
13837,212,2,266.59000000000003,133.29500000000002,At-Risk Customers
13838,6,4,674.82,168.705,Potential Customers
13841,253,1,85.0,85.0,At-Risk Customers
13842,59,9,3385.62,376.18,Loyal Customers
13844,11,1,361.62,361.62,Potential Customers
13845,65,1,312.98,312.98,At-Risk Customers
13846,25,3,865.0600000000001,288.35333333333335,Loyal Customers
13848,92,3,1255.0,418.3333333333333,Loyal Customers
13849,52,2,1537.95,768.975,Loyal Customers
13850,129,1,1595.48,1595.48,At-Risk Customers
13851,96,3,2651.46,883.82,Loyal Customers
13853,57,1,1090.14,1090.14,At-Risk Customers
13854,9,25,8109.5199999999995,324.38079999999997,VIP Customers
13856,169,3,388.5,129.5,At-Risk Customers
13858,57,1,216.17,216.17,At-Risk Customers
13859,326,1,201.16,201.16,At-Risk Customers
13860,1,5,1245.9,249.18,VIP Customers
13862,18,8,2209.36,276.17,VIP Customers
13863,248,1,305.78,305.78,At-Risk Customers
13865,58,4,501.56,125.39,Loyal Customers
13866,74,1,145.67000000000002,145.67000000000002,At-Risk Customers
13867,31,3,1005.09,335.03000000000003,Loyal Customers
13868,7,2,3192.54,1596.27,Potential Customers
13869,123,4,3083.65,770.9125,Loyal Customers
13870,2,8,2770.94,346.3675,VIP Customers
13871,23,13,6403.25,492.5576923076923,VIP Customers
13873,120,3,389.6,129.86666666666667,At-Risk Customers
13874,358,1,540.45,540.45,At-Risk Customers
13875,54,5,1786.79,357.358,Loyal Customers
13876,64,1,122.7,122.7,At-Risk Customers
13877,86,1,117.24,117.24,At-Risk Customers
13878,55,1,1271.57,1271.57,Loyal Customers
13880,21,13,3219.77,247.67461538461538,VIP Customers
13881,4,20,17159.52,857.976,VIP Customers
13882,3,5,1191.13,238.22600000000003,VIP Customers
13883,11,5,2674.48,534.896,VIP Customers
13884,7,5,787.6,157.52,Potential Customers
13885,189,2,506.8,253.4,At-Risk Customers
13886,71,1,243.56,243.56,At-Risk Customers
13887,204,1,349.55,349.55,At-Risk Customers
13888,120,2,595.67,297.835,At-Risk Customers
13889,93,1,416.90000000000003,416.90000000000003,At-Risk Customers
13890,1,10,1883.8100000000002,188.38100000000003,VIP Customers
13892,27,4,632.97,158.2425,Loyal Customers
13893,298,1,821.1,821.1,At-Risk Customers
13894,24,3,564.62,188.20666666666668,Potential Customers
13895,28,4,2593.07,648.2675,Loyal Customers
13897,50,1,311.16,311.16,At-Risk Customers
13898,326,1,155.93,155.93,At-Risk Customers
13899,16,2,388.52,194.26,Potential Customers
13900,183,3,740.95,246.98333333333335,Loyal Customers
13901,72,5,2867.2,573.4399999999999,Loyal Customers
13904,37,2,332.64,166.32,Potential Customers
13908,80,4,2369.55,592.3875,Loyal Customers
13911,57,9,2580.91,286.7677777777778,Loyal Customers
13914,12,2,626.45,313.225,Potential Customers
13917,50,2,272.04,136.02,At-Risk Customers
13918,50,2,1212.8400000000001,606.4200000000001,Loyal Customers
13919,59,2,348.81,174.405,At-Risk Customers
13922,352,1,172.25,172.25,At-Risk Customers
13923,54,1,351.13,351.13,At-Risk Customers
13924,2,6,1838.8500000000001,306.475,VIP Customers
13925,93,4,678.25,169.5625,Loyal Customers
13926,23,1,223.85000000000002,223.85000000000002,Potential Customers
13927,75,1,348.99,348.99,At-Risk Customers
13928,11,4,464.57,116.1425,Potential Customers
13929,169,2,842.65,421.325,At-Risk Customers
13930,58,2,337.34,168.67,At-Risk Customers
13931,96,2,1237.53,618.765,Loyal Customers
13932,295,1,307.4,307.4,At-Risk Customers
13933,109,2,608.7900000000001,304.39500000000004,At-Risk Customers
13934,264,1,922.1,922.1,At-Risk Customers
13936,180,1,376.58,376.58,At-Risk Customers
13937,169,1,158.85,158.85,At-Risk Customers
13938,35,1,71.66,71.66,At-Risk Customers
13939,23,3,568.55,189.51666666666665,Potential Customers
13940,17,4,839.14,209.785,Loyal Customers
13941,22,5,5112.96,1022.592,Loyal Customers
13946,79,3,561.5699999999999,187.18999999999997,Loyal Customers
13947,65,1,90.6,90.6,At-Risk Customers
13948,361,1,102.0,102.0,At-Risk Customers
13949,3,6,2427.32,404.55333333333334,VIP Customers
13950,11,4,745.06,186.265,Potential Customers
13951,176,3,674.45,224.8166666666667,At-Risk Customers
13952,218,2,3251.071,1625.5355,Loyal Customers
13953,7,7,3515.68,502.23999999999995,VIP Customers
13954,2,2,439.92,219.96,Potential Customers
13955,154,2,322.96,161.48,At-Risk Customers
13956,5,5,1019.27,203.85399999999998,Potential Customers
13959,79,3,594.04,198.01333333333332,Loyal Customers
13960,21,2,230.22,115.11,Potential Customers
13962,22,2,169.55,84.775,Potential Customers
13963,308,4,664.54,166.135,At-Risk Customers
13967,146,1,80.7,80.7,At-Risk Customers
13969,7,18,9024.17,501.34277777777777,VIP Customers
13971,19,8,2758.26,344.7825,VIP Customers
13972,71,2,190.25,95.125,At-Risk Customers
13973,287,1,264.7,264.7,At-Risk Customers
13974,49,1,413.59000000000003,413.59000000000003,At-Risk Customers
13975,31,6,2461.2400000000002,410.2066666666667,Loyal Customers
13976,207,1,357.98,357.98,At-Risk Customers
13978,15,2,196.79000000000002,98.39500000000001,Potential Customers
13979,73,1,869.87,869.87,At-Risk Customers
13980,60,1,200.14,200.14,At-Risk Customers
13982,39,4,1871.81,467.9525,Loyal Customers
13983,30,12,2603.43,216.9525,VIP Customers
13984,27,5,920.51,184.102,Loyal Customers
13985,4,15,7060.13,470.67533333333336,VIP Customers
13986,17,1,320.46,320.46,Potential Customers
13988,20,6,4147.96,691.3266666666667,VIP Customers
13989,66,2,1266.08,633.04,Loyal Customers
13990,213,1,311.3,311.3,At-Risk Customers
13991,12,6,851.88,141.98,Loyal Customers
13992,30,1,76.8,76.8,Potential Customers
13993,43,9,3466.36,385.1511111111111,Loyal Customers
13994,4,6,2274.14,379.0233333333333,VIP Customers
13995,15,5,1393.69,278.738,Loyal Customers
13999,10,12,3901.81,325.1508333333333,VIP Customers
14000,211,1,635.66,635.66,At-Risk Customers
14001,46,3,2043.0800000000002,681.0266666666668,Loyal Customers
14002,134,2,529.73,264.865,At-Risk Customers
14004,43,7,4582.64,654.6628571428572,Loyal Customers
14005,10,5,2874.72,574.944,VIP Customers
14006,116,3,962.19,320.73,Loyal Customers
14009,198,2,695.61,347.805,At-Risk Customers
14012,278,1,328.8,328.8,At-Risk Customers
14013,110,3,473.02,157.67333333333332,At-Risk Customers
14014,77,1,505.18,505.18,At-Risk Customers
14015,53,1,917.34,917.34,At-Risk Customers
14016,162,4,4341.21,1085.3025,Loyal Customers
14019,47,3,1421.61,473.86999999999995,Loyal Customers
14020,17,2,642.8,321.4,Potential Customers
14021,155,3,631.9,210.63333333333333,At-Risk Customers
14022,225,1,440.0,440.0,At-Risk Customers
14023,7,2,584.07,292.035,Potential Customers
14024,122,2,327.7,163.85,At-Risk Customers
14027,61,1,104.82,104.82,At-Risk Customers
14029,63,2,467.66,233.83,At-Risk Customers
14030,18,8,2358.84,294.855,VIP Customers
14031,7,19,17286.86,909.8347368421053,VIP Customers
14032,2,11,2975.59,270.5081818181818,VIP Customers
14034,22,3,648.89,216.29666666666665,Potential Customers
14035,29,5,1428.02,285.604,Loyal Customers
14036,285,1,626.65,626.65,At-Risk Customers
14037,176,2,147.20000000000002,73.60000000000001,At-Risk Customers
14038,78,3,1560.38,520.1266666666667,Loyal Customers
14039,33,1,152.2,152.2,Potential Customers
14040,41,12,3560.32,296.6933333333333,VIP Customers
14041,266,1,141.41,141.41,At-Risk Customers
14044,27,4,646.42,161.605,Loyal Customers
14045,109,4,1659.75,414.9375,Loyal Customers
14046,284,1,151.59,151.59,At-Risk Customers
14047,9,5,1308.6100000000001,261.72200000000004,Loyal Customers
14048,305,1,409.93,409.93,At-Risk Customers
14049,17,4,5578.72,1394.68,Loyal Customers
14050,32,2,746.36,373.18,Potential Customers
14051,1,23,15610.390000000001,678.7126086956522,VIP Customers
14052,20,1,225.36,225.36,Potential Customers
14053,124,2,260.25,130.125,At-Risk Customers
14054,65,1,92.46,92.46,At-Risk Customers
14055,106,1,725.6400000000001,725.6400000000001,At-Risk Customers
14056,1,23,8152.71,354.46565217391304,VIP Customers
14057,24,17,6211.66,365.39176470588234,VIP Customers
14059,267,1,183.6,183.6,At-Risk Customers
14060,5,19,6140.42,323.18,VIP Customers
14062,10,12,10464.85,872.0708333333333,VIP Customers
14064,29,5,1334.34,266.868,Loyal Customers
14066,267,1,152.55,152.55,At-Risk Customers
14067,64,2,374.7,187.35,At-Risk Customers
14068,320,1,265.85,265.85,At-Risk Customers
14071,4,8,1422.75,177.84375,VIP Customers
14073,32,1,151.04,151.04,Potential Customers
14075,5,3,942.26,314.08666666666664,Potential Customers
14076,129,1,118.67,118.67,At-Risk Customers
14077,41,5,499.41999999999996,99.88399999999999,Loyal Customers
14078,102,6,1049.37,174.89499999999998,Loyal Customers
14079,125,1,375.1,375.1,At-Risk Customers
14080,33,1,45.599999999999994,45.599999999999994,At-Risk Customers
14081,302,2,921.62,460.81,At-Risk Customers
14082,365,1,182.25,182.25,At-Risk Customers
14083,4,9,1002.9,111.43333333333334,VIP Customers
14085,2,18,4421.29,245.62722222222223,VIP Customers
14087,3,1,191.47,191.47,Potential Customers
14088,10,13,50491.81,3883.9853846153846,VIP Customers
14089,57,1,158.75,158.75,At-Risk Customers
14090,325,1,76.32000000000001,76.32000000000001,At-Risk Customers
14092,8,14,4076.91,291.2078571428571,VIP Customers
14093,12,1,433.86,433.86,Potential Customers
14096,4,17,53258.43,3132.8488235294117,VIP Customers
14098,37,1,147.35,147.35,At-Risk Customers
14099,16,11,3104.17,282.1972727272727,VIP Customers
14100,138,1,191.95000000000002,191.95000000000002,At-Risk Customers
14101,74,6,5976.79,996.1316666666667,Loyal Customers
14102,5,5,1105.8799999999999,221.176,Potential Customers
14104,155,2,216.20999999999998,108.10499999999999,At-Risk Customers
14105,239,1,1266.23,1266.23,At-Risk Customers
14107,52,7,2703.23,386.17571428571426,Loyal Customers
14108,31,2,597.91,298.955,Potential Customers
14109,73,1,144.2,144.2,At-Risk Customers
14110,4,12,5683.15,473.5958333333333,VIP Customers
14111,14,4,692.85,173.2125,Potential Customers
14112,23,7,2915.15,416.45,VIP Customers
14113,4,4,1840.42,460.105,VIP Customers
14114,274,2,386.53,193.265,At-Risk Customers
14116,20,5,1382.74,276.548,Loyal Customers
14117,144,1,90.0,90.0,At-Risk Customers
14121,4,4,2780.15,695.0375,VIP Customers
14124,84,1,419.58000000000004,419.58000000000004,At-Risk Customers
14125,11,3,2720.63,906.8766666666667,Loyal Customers
14126,8,3,706.1300000000001,235.3766666666667,Potential Customers
14127,123,3,709.71,236.57000000000002,Loyal Customers
14128,61,2,637.5,318.75,Loyal Customers
14129,2,5,1123.8600000000001,224.77200000000002,VIP Customers
14130,319,1,480.91,480.91,At-Risk Customers
14132,2,11,3586.0299999999997,326.00272727272727,VIP Customers
14133,130,3,605.64,201.88,Loyal Customers
14135,2,15,4690.31,312.68733333333336,VIP Customers
14138,2,2,965.8800000000001,482.94000000000005,Potential Customers
14139,46,1,415.82,415.82,At-Risk Customers
14140,4,2,935.05,467.525,Potential Customers
14141,3,4,915.13,228.7825,Potential Customers
14142,373,1,311.81,311.81,At-Risk Customers
14143,134,1,115.8,115.8,At-Risk Customers
14145,47,4,3742.2,935.55,Loyal Customers
14146,9,5,4191.0,838.2,VIP Customers
14147,78,2,483.4,241.7,At-Risk Customers
14148,234,1,157.2,157.2,At-Risk Customers
14149,221,1,446.62,446.62,At-Risk Customers
14150,36,2,658.64,329.32,Potential Customers
14152,75,2,621.29,310.645,At-Risk Customers
14154,239,2,1345.62,672.81,Loyal Customers
14155,266,1,118.75,118.75,At-Risk Customers
14156,10,55,117210.08,2131.0923636363636,VIP Customers
14157,20,2,424.89000000000004,212.44500000000002,Potential Customers
14158,40,1,507.66,507.66,Potential Customers
14159,20,11,4627.98,420.7254545454545,VIP Customers
14161,216,3,1097.6200000000001,365.8733333333334,Loyal Customers
14162,174,2,289.36,144.68,At-Risk Customers
14163,87,4,2445.91,611.4775,Loyal Customers
14164,71,2,1631.77,815.885,Loyal Customers
14165,276,1,120.44,120.44,At-Risk Customers
14167,39,4,562.59,140.6475,Loyal Customers
14171,98,1,363.79,363.79,At-Risk Customers
14173,11,4,450.84,112.71,Potential Customers
14174,33,1,134.46,134.46,Potential Customers
14175,60,3,3222.3,1074.1000000000001,Loyal Customers
14176,297,4,576.9000000000001,144.22500000000002,At-Risk Customers
14177,86,4,549.46,137.365,Loyal Customers
14178,9,7,1580.26,225.75142857142856,VIP Customers
14179,41,2,701.57,350.785,Potential Customers
14180,11,25,4748.52,189.94080000000002,VIP Customers
14184,67,1,452.89,452.89,At-Risk Customers
14185,331,1,197.65,197.65,At-Risk Customers
14188,31,6,2054.36,342.3933333333334,Loyal Customers
14189,2,15,4654.08,310.272,VIP Customers
14191,2,13,4684.76,360.36615384615385,VIP Customers
14193,68,2,853.39,426.695,Loyal Customers
14194,5,21,11349.52,540.4533333333334,VIP Customers
14195,202,2,1012.0,506.0,At-Risk Customers
14196,107,1,335.52,335.52,At-Risk Customers
14198,18,4,701.4,175.35,Potential Customers
14199,218,1,185.39999999999998,185.39999999999998,At-Risk Customers
14201,60,7,747.44,106.77714285714286,Loyal Customers
14204,2,1,150.61,150.61,Potential Customers
14205,17,2,466.7,233.35,Potential Customers
14206,239,1,328.15999999999997,328.15999999999997,At-Risk Customers
14208,95,1,151.74,151.74,At-Risk Customers
14209,11,6,2073.43,345.57166666666666,VIP Customers
14210,106,6,1905.8400000000001,317.64000000000004,Loyal Customers
14211,53,9,2241.1,249.0111111111111,Loyal Customers
14212,90,1,1070.48,1070.48,At-Risk Customers
14214,31,5,1004.38,200.876,Loyal Customers
14215,12,6,1789.72,298.2866666666667,VIP Customers
14216,3,4,1839.3,459.825,VIP Customers
14217,2,17,2004.98,117.94,VIP Customers
14218,43,1,169.48000000000002,169.48000000000002,At-Risk Customers
14219,4,1,89.94,89.94,Potential Customers
14220,247,2,632.4,316.2,At-Risk Customers
14221,42,9,3432.8,381.4222222222222,VIP Customers
14222,177,1,683.17,683.17,At-Risk Customers
14223,92,3,991.13,330.37666666666667,Loyal Customers
14224,110,4,1009.73,252.4325,Loyal Customers
14226,29,5,2214.79,442.95799999999997,Loyal Customers
14227,26,10,3350.96,335.096,VIP Customers
14229,52,3,1547.2,515.7333333333333,Loyal Customers
14231,184,3,925.71,308.57,Loyal Customers
14232,43,5,2048.07,409.61400000000003,Loyal Customers
14233,49,4,1462.72,365.68,Loyal Customers
14234,22,4,754.12,188.53,Loyal Customers
14235,75,5,3144.86,628.972,Loyal Customers
14236,81,2,490.86,245.43,At-Risk Customers
14237,373,1,161.0,161.0,At-Risk Customers
14238,326,1,146.85,146.85,At-Risk Customers
14239,43,11,2380.85,216.4409090909091,VIP Customers
14240,30,2,890.34,445.17,Potential Customers
14241,184,1,213.70000000000002,213.70000000000002,At-Risk Customers
14242,235,2,280.55,140.275,At-Risk Customers
14243,9,10,2588.77,258.877,VIP Customers
14245,220,2,1693.45,846.725,Loyal Customers
14246,111,3,1474.06,491.3533333333333,Loyal Customers
14247,278,1,136.76999999999998,136.76999999999998,At-Risk Customers
14248,318,1,302.58,302.58,At-Risk Customers
14250,7,3,1904.05,634.6833333333333,Potential Customers
14251,2,5,2879.7000000000003,575.94,VIP Customers
14256,260,2,969.0600000000001,484.53000000000003,At-Risk Customers
14257,64,5,3099.7200000000003,619.9440000000001,Loyal Customers
14258,9,9,12669.98,1407.7755555555555,VIP Customers
14259,142,1,120.0,120.0,At-Risk Customers
14261,51,2,1163.45,581.725,Loyal Customers
14262,8,8,2618.23,327.27875,VIP Customers
14264,155,2,333.97,166.985,At-Risk Customers
14265,109,2,530.18,265.09,At-Risk Customers
14267,163,3,1516.24,505.41333333333336,Loyal Customers
14270,332,1,492.65000000000003,492.65000000000003,At-Risk Customers
14271,226,1,112.32,112.32,At-Risk Customers
14272,74,2,437.96,218.98,At-Risk Customers
14273,51,4,559.97,139.9925,Loyal Customers
14276,99,3,1119.74,373.24666666666667,Loyal Customers
14277,15,3,4152.0,1384.0,Loyal Customers
14280,197,1,134.04,134.04,At-Risk Customers
14282,3,15,3701.44,246.76266666666666,VIP Customers
14284,31,2,595.25,297.625,Potential Customers
14285,21,4,1910.01,477.5025,Loyal Customers
14286,24,3,4628.75,1542.9166666666667,Loyal Customers
14287,8,3,176.63,58.876666666666665,Potential Customers
14288,213,1,426.6,426.6,At-Risk Customers
14289,9,6,911.26,151.87666666666667,Loyal Customers
14290,11,5,2314.65,462.93,VIP Customers
14291,2,11,3883.25,353.02272727272725,VIP Customers
14292,8,9,4871.93,541.3255555555556,VIP Customers
14293,3,4,1046.56,261.64,Potential Customers
14295,40,1,166.20000000000002,166.20000000000002,At-Risk Customers
14297,18,4,1305.33,326.3325,Loyal Customers
14298,8,44,51527.3,1171.075,VIP Customers
14299,8,9,3965.62,440.6244444444444,VIP Customers
14300,19,1,43.2,43.2,Potential Customers
14301,117,1,640.14,640.14,At-Risk Customers
14304,223,1,383.45,383.45,At-Risk Customers
14305,71,3,1858.96,619.6533333333333,Loyal Customers
14306,51,2,2093.32,1046.66,Loyal Customers
14307,89,6,2995.72,499.28666666666663,Loyal Customers
14309,8,9,2352.53,261.39222222222224,VIP Customers
14311,243,1,310.26,310.26,At-Risk Customers
14312,47,6,1611.59,268.5983333333333,Loyal Customers
14314,107,1,120.0,120.0,At-Risk Customers
14315,45,6,2481.13,413.5216666666667,Loyal Customers
14317,65,1,508.58000000000004,508.58000000000004,At-Risk Customers
14320,207,2,477.79,238.895,At-Risk Customers
14321,11,5,1530.75,306.15,Loyal Customers
14323,115,2,605.0600000000001,302.53000000000003,At-Risk Customers
14326,242,1,183.85,183.85,At-Risk Customers
14327,163,1,311.65,311.65,At-Risk Customers
14329,17,7,4975.24,710.7485714285714,VIP Customers
14331,124,2,462.65999999999997,231.32999999999998,At-Risk Customers
14332,23,3,840.21,280.07,Loyal Customers
14333,68,1,415.2,415.2,At-Risk Customers
14334,17,8,2552.21,319.02625,VIP Customers
14335,16,2,454.86,227.43,Potential Customers
14336,17,4,1614.91,403.7275,Loyal Customers
14338,161,2,588.22,294.11,At-Risk Customers
14339,243,1,309.52,309.52,At-Risk Customers
14340,219,1,134.7,134.7,At-Risk Customers
14341,45,8,2166.98,270.8725,Loyal Customers
14342,21,4,668.5600000000001,167.14000000000001,Loyal Customers
14344,127,8,889.9300000000001,111.24125000000001,Loyal Customers
14345,39,1,108.97999999999999,108.97999999999999,At-Risk Customers
14346,121,2,1021.58,510.79,Loyal Customers
14348,260,1,409.57,409.57,At-Risk Customers
14349,10,1,133.5,133.5,Potential Customers
14350,274,1,282.93,282.93,At-Risk Customers
14351,165,1,51.0,51.0,At-Risk Customers
14352,157,4,1078.96,269.74,Loyal Customers
14353,215,1,90.6,90.6,At-Risk Customers
14354,6,2,163.62,81.81,Potential Customers
14355,366,1,174.4,174.4,At-Risk Customers
14356,80,2,701.23,350.615,Loyal Customers
14357,43,1,225.12,225.12,At-Risk Customers
14359,19,3,912.18,304.06,Potential Customers
14360,32,4,2118.03,529.5075,Loyal Customers
14362,22,1,151.5,151.5,Potential Customers
14364,109,8,3717.35,464.66875,Loyal Customers
14367,8,16,9227.82,576.73875,VIP Customers
14368,320,1,155.0,155.0,At-Risk Customers
14371,295,1,100.5,100.5,At-Risk Customers
14373,358,1,76.55,76.55,At-Risk Customers
14375,185,1,235.56,235.56,At-Risk Customers
14377,191,2,617.05,308.525,At-Risk Customers
14379,44,2,348.1,174.05,Potential Customers
14381,52,1,202.68,202.68,At-Risk Customers
14382,26,1,615.49,615.49,Potential Customers
14383,38,3,1247.69,415.8966666666667,Loyal Customers
14385,9,3,202.11,67.37,Potential Customers
14386,297,1,142.4,142.4,At-Risk Customers
14387,33,3,1727.6,575.8666666666667,Loyal Customers
14388,10,8,3212.84,401.605,VIP Customers
14389,65,2,1043.46,521.73,Loyal Customers
14390,10,9,4642.57,515.8411111111111,VIP Customers
14393,218,1,67.95,67.95,At-Risk Customers
14395,2,9,3479.91,386.65666666666664,VIP Customers
14396,65,2,487.99,243.995,At-Risk Customers
14397,3,19,2612.96,137.52421052631578,VIP Customers
14400,149,1,574.7,574.7,At-Risk Customers
14401,4,13,4051.48,311.6523076923077,VIP Customers
14403,130,4,1475.81,368.9525,Loyal Customers
14404,34,6,1449.32,241.5533333333333,Loyal Customers
14406,119,1,156.75,156.75,At-Risk Customers
14407,107,5,2142.73,428.546,Loyal Customers
14408,11,7,2599.03,371.29,VIP Customers
14409,71,6,2059.4500000000003,343.24166666666673,Loyal Customers
14410,92,9,1099.27,122.14111111111112,Loyal Customers
14411,311,1,1063.0,1063.0,At-Risk Customers
14412,43,2,770.03,385.015,Loyal Customers
14413,362,1,121.05,121.05,At-Risk Customers
14414,92,7,1496.98,213.8542857142857,Loyal Customers
14415,1,13,5855.57,450.42846153846153,VIP Customers
14416,22,2,490.22,245.11,Potential Customers
14418,4,3,1937.25,645.75,Potential Customers
14419,11,6,1051.79,175.29833333333332,Loyal Customers
14420,99,1,387.52,387.52,At-Risk Customers
14421,57,2,813.11,406.555,Loyal Customers
14422,1,6,4263.64,710.6066666666667,VIP Customers
14423,218,1,265.2,265.2,At-Risk Customers
14424,18,1,322.08,322.08,Potential Customers
14426,24,10,4481.67,448.16700000000003,VIP Customers
14427,50,2,363.34000000000003,181.67000000000002,Potential Customers
14428,7,5,1224.06,244.81199999999998,Loyal Customers
14431,303,1,470.36,470.36,At-Risk Customers
14432,10,6,2248.5,374.75,VIP Customers
14434,22,6,1372.8,228.79999999999998,Loyal Customers
14436,99,1,89.06,89.06,At-Risk Customers
14437,366,1,63.0,63.0,At-Risk Customers
14438,306,1,131.9,131.9,At-Risk Customers
14439,320,1,2661.24,2661.24,At-Risk Customers
14440,8,5,2357.6800000000003,471.53600000000006,VIP Customers
14441,1,4,1712.89,428.2225,VIP Customers
14442,205,2,1589.82,794.91,Loyal Customers
14443,54,4,1420.2,355.05,Loyal Customers
14446,1,4,1005.55,251.3875,Potential Customers
14447,19,5,1163.23,232.64600000000002,Loyal Customers
14448,9,2,375.35,187.675,Potential Customers
14449,19,4,885.8,221.45,Loyal Customers
14450,181,3,483.25,161.08333333333334,At-Risk Customers
14451,60,2,643.9,321.95,Loyal Customers
14452,11,2,259.05,129.525,Potential Customers
14453,190,1,119.93,119.93,At-Risk Customers
14456,5,9,3014.32,334.9244444444445,VIP Customers
14457,311,1,113.64,113.64,At-Risk Customers
14459,155,1,1837.92,1837.92,At-Risk Customers
14460,110,3,434.34,144.78,At-Risk Customers
14461,148,3,2102.67,700.89,Loyal Customers
14462,66,11,1975.57,179.59727272727272,Loyal Customers
14463,98,3,529.62,176.54,Loyal Customers
14465,247,3,1038.44,346.1466666666667,Loyal Customers
14466,29,7,2272.4,324.62857142857143,Loyal Customers
14467,18,4,596.26,149.065,Potential Customers
14470,12,2,461.19,230.595,Potential Customers
14472,104,8,1852.67,231.58375,Loyal Customers
14473,74,2,234.34000000000003,117.17000000000002,At-Risk Customers
14474,46,1,547.66,547.66,Potential Customers
14475,72,3,925.85,308.6166666666667,Loyal Customers
14476,257,1,193.0,193.0,At-Risk Customers
14477,20,4,1309.6,327.4,Loyal Customers
14479,254,2,316.25,158.125,At-Risk Customers
14480,11,1,279.05,279.05,Potential Customers
14481,165,2,636.51,318.255,At-Risk Customers
14482,18,6,2022.81,337.135,Loyal Customers
14483,282,1,137.1,137.1,At-Risk Customers
14484,50,1,321.92,321.92,At-Risk Customers
14485,39,1,162.8,162.8,At-Risk Customers
14487,27,6,1165.48,194.24666666666667,Loyal Customers
14488,68,1,1064.28,1064.28,At-Risk Customers
14489,207,1,463.38,463.38,At-Risk Customers
14491,175,2,340.93,170.465,At-Risk Customers
14493,7,5,2383.2400000000002,476.648,VIP Customers
14494,26,1,139.56,139.56,Potential Customers
14495,51,2,123.8,61.9,At-Risk Customers
14496,312,2,538.8100000000001,269.40500000000003,At-Risk Customers
14497,309,1,475.37,475.37,At-Risk Customers
14498,43,5,1957.32,391.464,Loyal Customers
14499,26,3,808.44,269.48,Loyal Customers
14500,88,3,356.85,118.95,At-Risk Customers
14501,184,2,251.21,125.605,At-Risk Customers
14502,20,11,2426.79,220.61727272727273,VIP Customers
14503,3,6,3543.26,590.5433333333334,VIP Customers
14504,47,4,673.26,168.315,Loyal Customers
14505,17,8,5859.43,732.42875,VIP Customers
14506,17,5,1960.65,392.13,Loyal Customers
14507,24,6,1367.88,227.98000000000002,Loyal Customers
14508,22,2,268.05,134.025,Potential Customers
14511,11,5,1314.81,262.962,Loyal Customers
14512,188,2,275.28,137.64,At-Risk Customers
14513,101,3,455.59000000000003,151.86333333333334,At-Risk Customers
14514,61,3,990.2,330.06666666666666,Loyal Customers
14515,18,6,2076.89,346.1483333333333,Loyal Customers
14517,33,2,330.45,165.225,Potential Customers
14518,64,1,174.37,174.37,At-Risk Customers
14520,2,2,270.6,135.3,Potential Customers
14522,24,4,974.54,243.635,Loyal Customers
14523,108,1,241.09,241.09,At-Risk Customers
14524,32,9,1843.83,204.87,Loyal Customers
14525,20,9,4215.9,468.4333333333333,VIP Customers
14527,3,55,8506.13,154.65690909090907,VIP Customers
14528,37,1,364.21999999999997,364.21999999999997,Potential Customers
14529,60,3,578.61,192.87,Loyal Customers
14530,26,6,2862.11,477.0183333333334,Loyal Customers
14532,236,4,932.85,233.2125,Loyal Customers
14533,25,7,1949.72,278.5314285714286,Loyal Customers
14534,3,18,4395.65,244.20277777777775,VIP Customers
14535,60,3,2854.84,951.6133333333333,Loyal Customers
14536,260,1,170.95,170.95,At-Risk Customers
14537,58,1,355.56,355.56,At-Risk Customers
14538,65,2,388.25,194.125,At-Risk Customers
14539,16,2,537.48,268.74,Potential Customers
14540,10,3,952.66,317.55333333333334,Potential Customers
14541,59,8,1453.35,181.66875,Loyal Customers
14542,186,1,103.25,103.25,At-Risk Customers
14543,29,16,3560.08,222.505,VIP Customers
14544,24,2,2004.3,1002.15,Loyal Customers
14546,5,5,2573.93,514.786,VIP Customers
14547,4,8,3974.75,496.84375,VIP Customers
14548,151,2,652.8,326.4,At-Risk Customers
14549,311,1,289.24,289.24,At-Risk Customers
14550,11,2,757.37,378.685,Potential Customers
14551,18,2,186.23,93.115,Potential Customers
14552,152,1,164.22,164.22,At-Risk Customers
14553,19,5,859.27,171.85399999999998,Loyal Customers
14554,10,4,2279.4900000000002,569.8725000000001,Loyal Customers
